[Profiler] Pipeline IA tomo: 7.6151 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5449 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5975 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6825 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.4474 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5738 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8698 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7301 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6174 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3988 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1051 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.105 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7388 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8169 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5855 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9026 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4577 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.525 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0378 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0844 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9051 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6933 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5005 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.216 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.056 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5874 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1728 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3128 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0826 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0993 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4889 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4499 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6609 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8709 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7522 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.3278 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.1697 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4591 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5444 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.881 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4834 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4462 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5754 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6598 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5235 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8147 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8333 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7016 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.4451 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6398 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6934 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7237 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4443 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5802 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4919 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4496 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4442 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7323 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4299 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4799 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6148 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5596 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6008 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4642 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6684 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5358 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2617 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7231 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8726 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.883 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9231 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4769 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.5756 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.575 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.9271 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9219 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5859 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5569 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9516 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6189 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6324 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4706 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4633 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9046 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7626 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6167 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6319 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8844 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9391 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.033 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0602 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7796 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.3633 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.2241 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8534 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9853 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8604 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9027 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6986 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7547 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7102 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6926 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5103 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.1355 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9092 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6876 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8582 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.132 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.889 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4082 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6803 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3848 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8546 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4209 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4141 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2603 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3969 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6501 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3605 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4349 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5727 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.129 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5506 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.046 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.2607 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.924 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0551 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.481 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4109 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.648 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6933 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5293 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9484 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5214 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8894 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6118 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9573 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.442 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8485 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4628 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8419 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4531 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.688 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8583 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9872 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3894 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.558 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0824 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0693 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4824 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7132 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5575 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6434 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.049 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3404 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.534 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4743 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0236 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8216 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6952 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6015 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6396 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2444 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1501 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5066 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9618 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6126 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1027 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9344 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8032 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8947 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8633 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5383 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.4566 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6702 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2663 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6708 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.1005 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5309 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3683 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.604 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7508 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3435 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7642 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.416 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8466 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4334 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4119 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2826 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8212 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5661 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8164 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5587 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0735 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8683 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7912 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.672 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8648 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9637 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0283 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.1636 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2892 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2793 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4865 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8596 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2524 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3594 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5953 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.7461 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.2428 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6221 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9308 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5244 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5738 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.9052 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4994 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5225 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6052 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.079 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1127 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0872 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0665 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4527 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8885 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8169 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5251 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4777 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1471 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.5792 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0853 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7699 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4993 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0503 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.659 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5149 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7583 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5678 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.7297 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5878 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5109 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.104 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1106 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0235 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0653 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0915 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2107 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8739 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.1846 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4031 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4074 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6458 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3611 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.764 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5059 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.3584 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1898 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.3115 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0492 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5973 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1234 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0841 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1734 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.2121 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.6756 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.0769 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.1927 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.018 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 147.516 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.0661 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.1025 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.4889 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 8.2255 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.5746 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.882 ms | Denoise: ON | FG Preview: OFF | Modo (0)
[Profiler] Pipeline IA tomo: 7.8684 ms | Denoise: ON | FG Preview: OFF | Modo (0)
